# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Jul  2 22:04:50 2026
#
# User preference: *
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_time0bk:    Transit Epoch [BKJD]
# COLUMN koi_time0bk_err1: Transit Epoch Upper Unc. [BKJD]
# COLUMN koi_time0bk_err2: Transit Epoch Lower Unc. [BKJD]
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_duration_err1: Transit Duration Upper Unc. [hrs]
# COLUMN koi_duration_err2: Transit Duration Lower Unc. [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_depth_err1: Transit Depth Upper Unc. [ppm]
# COLUMN koi_depth_err2: Transit Depth Lower Unc. [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_slogg_err1: Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN koi_slogg_err2: Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
# COLUMN koi_smass:      Stellar Mass [Solar mass]
# COLUMN koi_smass_err1: Stellar Mass Upper Unc. [Solar mass]
# COLUMN koi_smass_err2: Stellar Mass Lower Unc. [Solar mass]
#
loc_rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2
3682,3937814,K04084.01,Kepler-1549 b,CONFIRMED,214.881456000,3.9170000e-03,-3.9170000e-03,213.4044000,1.320000e-02,-1.320000e-02,9.58100,0.40400,-0.40400,7.5920e+02,4.870e+01,-4.870e+01,2.68,2.900e-01,-3.700e-01,5323.00,79.00,-79.00,4.378,0.126,-0.084,0.9950,0.1110,-0.1350,0.8620,0.0640,-0.0320
3683,5551228,K04154.02,,FALSE POSITIVE,122.906853000,3.1600000e-03,-3.1600000e-03,195.9104000,2.170000e-02,-2.170000e-02,15.97000,1.40000,-1.40000,8.1970e+02,4.730e+01,-4.730e+01,3.55,1.010e+00,-3.300e-01,5692.00,186.00,-169.00,4.547,0.036,-0.192,0.8660,0.2460,-0.0820,0.9650,0.1040,-0.1150
3684,5471271,K04155.01,,FALSE POSITIVE,12.422216754,,,141.8461927,,,6.55330,,,5.4500e+01,,,0.80,2.700e-01,-9.000e-02,6231.00,173.00,-217.00,4.424,0.056,-0.210,1.0840,0.3650,-0.1220,1.1400,0.1580,-0.1580
3685,5881120,K04156.01,Kepler-1943 b,CONFIRMED,4.850189740,5.8450000e-05,-5.8450000e-05,135.3115700,8.620000e-03,-8.620000e-03,5.67600,0.15800,-0.15800,6.4500e+01,4.500e+00,-4.500e+00,1.10,3.500e-01,-1.200e-01,6032.00,168.00,-210.00,4.485,0.054,-0.216,0.9730,0.3150,-0.1050,1.0550,0.1390,-0.1390
3686,3248696,K07651.01,,FALSE POSITIVE,383.435950000,1.3930000e-02,-1.3930000e-02,483.2484000,2.000000e-02,-2.000000e-02,11.05900,0.74300,-0.74300,1.2280e+03,1.020e+02,-1.020e+02,2.53,5.200e-01,-1.800e-01,5576.00,166.00,-166.00,4.615,0.032,-0.128,0.7290,0.1470,-0.0530,0.8230,0.0770,-0.0950
3687,4548098,K04157.01,Kepler-1982 b,CONFIRMED,3.823156970,4.4810000e-05,-4.4810000e-05,133.0693600,9.710000e-03,-9.710000e-03,2.38800,0.31000,-0.31000,4.7200e+01,6.600e+00,-6.600e+00,0.77,1.400e-01,-4.000e-02,6202.00,99.00,-149.00,4.422,0.026,-0.136,1.1220,0.2050,-0.0580,1.2130,0.0760,-0.0930
3688,5306383,K04158.01,,FALSE POSITIVE,0.842336445,7.1730000e-06,-7.1730000e-06,131.7390100,7.390000e-03,-7.390000e-03,1.51900,0.27600,-0.27600,8.0100e+01,1.190e+01,-1.190e+01,0.90,2.400e-01,-1.400e-01,5765.00,156.00,-173.00,4.415,0.101,-0.188,0.9980,0.2740,-0.1470,0.9430,0.1240,-0.0930
3689,5446285,K00142.02,,FALSE POSITIVE,339.429340840,,,187.5194914,,,7.50000,,,,,,,,,,,,,,,,,,,,
3690,7021681,K00255.02,,CANDIDATE,13.603208100,1.8320000e-04,-1.8320000e-04,140.3975000,1.130000e-02,-1.130000e-02,2.59200,0.36200,-0.36200,1.8050e+02,2.480e+01,-2.480e+01,0.75,5.000e-02,-6.000e-02,3780.00,76.00,-83.00,4.746,0.042,-0.031,0.5110,0.0360,-0.0430,0.5310,0.0340,-0.0420
3691,5041847,K04085.01,,FALSE POSITIVE,0.914468919,4.0700000e-07,-4.0700000e-07,132.1209120,3.520000e-04,-3.520000e-04,2.69500,0.01970,-0.01970,3.4263e+03,2.050e+01,-2.050e+01,36.84,1.046e+01,-5.250e+00,5762.00,156.00,-173.00,4.415,0.105,-0.195,0.9890,0.2810,-0.1410,0.9270,0.1250,-0.0910
3692,3836558,K04086.01,,FALSE POSITIVE,1.540397440,1.7090000e-05,-1.7090000e-05,131.9997400,9.550000e-03,-9.550000e-03,1.78700,0.43700,-0.43700,1.2760e+02,2.890e+01,-2.890e+01,1.08,3.300e-01,-1.900e-01,5649.00,168.00,-168.00,4.421,0.164,-0.246,0.8840,0.2790,-0.1500,0.7510,0.1190,-0.0480
3693,4770617,K02243.02,Kepler-1154 c,CONFIRMED,8.458051190,4.5220000e-05,-4.5220000e-05,137.0612300,4.400000e-03,-4.400000e-03,2.99800,0.12600,-0.12600,2.5870e+02,1.550e+01,-1.550e+01,2.52,5.200e-01,-4.200e-01,6172.00,74.00,-86.00,4.198,0.130,-0.130,1.4710,0.3010,-0.2470,1.2500,0.0950,-0.1160
3694,6106282,K04087.01,Kepler-440 b,CONFIRMED,101.110701400,9.5290000e-04,-9.5290000e-04,215.5204000,8.060000e-03,-8.060000e-03,8.02900,0.21000,-0.21000,8.7810e+02,4.220e+01,-4.220e+01,1.61,1.000e-01,-8.000e-02,4133.00,74.00,-82.00,4.705,0.023,-0.033,0.5610,0.0330,-0.0300,0.5780,0.0270,-0.0340
3695,4946584,K04088.01,,FALSE POSITIVE,0.907943645,1.0140000e-06,-1.0140000e-06,132.1334840,9.640000e-04,-9.640000e-04,1.91440,0.05510,-0.05510,1.0289e+03,2.320e+01,-2.320e+01,49.37,1.600e+01,-6.860e+00,6434.00,155.00,-213.00,4.354,0.084,-0.210,1.1660,0.3780,-0.1620,1.1190,0.1780,-0.1290
3696,6463499,K04163.01,,FALSE POSITIVE,94.446856000,1.4250000e-03,-1.4250000e-03,166.1513000,1.220000e-02,-1.220000e-02,7.50200,0.48800,-0.48800,4.3640e+02,2.730e+01,-2.730e+01,7.13,1.870e+00,-4.350e+00,5780.00,184.00,-163.00,3.729,0.672,-0.168,2.4780,0.6470,-1.5110,1.2010,0.1540,-0.3340
3697,8254882,K04164.01,,FALSE POSITIVE,0.925659410,4.3950000e-06,-4.3950000e-06,132.1100200,4.310000e-03,-4.310000e-03,1.48800,0.13800,-0.13800,3.0000e+01,3.100e+00,-3.100e+00,0.88,2.500e-01,-2.700e-01,6058.00,190.00,-232.00,4.135,0.240,-0.180,1.6120,0.4590,-0.5050,1.2960,0.1610,-0.2420
3698,6042031,K04165.01,,FALSE POSITIVE,0.537110149,8.7900000e-07,-8.7900000e-07,131.5598200,1.700000e-03,-1.700000e-03,1.79760,0.07280,-0.07280,9.2000e+01,2.800e+00,-2.800e+00,32.19,6.940e+00,-1.128e+01,5395.00,176.00,-176.00,3.739,0.260,-0.140,2.5370,0.5470,-0.8890,1.2880,0.1370,-0.3190
3699,4078311,K04166.01,Kepler-1944 b,CONFIRMED,9.842620760,3.5280000e-05,-3.5280000e-05,134.0215500,3.100000e-03,-3.100000e-03,1.60180,0.08730,-0.08730,6.2640e+02,4.340e+01,-4.340e+01,2.41,5.800e-01,-2.100e-01,5585.00,175.00,-194.00,4.490,0.044,-0.176,0.9720,0.2350,-0.0840,1.0640,0.0840,-0.1260
3700,5475735,K04167.01,,FALSE POSITIVE,2.991948230,3.7610000e-05,-3.7610000e-05,134.1641000,1.190000e-02,-1.190000e-02,4.39000,0.33300,-0.33300,9.9600e+01,6.400e+00,-6.400e+00,0.78,1.200e-01,-6.000e-02,5269.00,158.00,-142.00,4.620,0.030,-0.096,0.7270,0.1120,-0.0520,0.8120,0.0780,-0.0850
3701,11709124,K00435.05,Kepler-154 c,CONFIRMED,62.302687700,2.6330000e-04,-2.6330000e-04,179.0994800,3.180000e-03,-3.180000e-03,7.50900,0.11800,-0.11800,8.5930e+02,1.940e+01,-1.940e+01,3.05,4.000e-01,-3.000e-01,5688.00,113.00,-101.00,4.415,0.100,-0.100,0.9710,0.1300,-0.0950,0.8950,0.0710,-0.0520
3702,9022166,K02175.02,Kepler-368 c,CONFIRMED,72.382698300,6.9530000e-04,-6.9530000e-04,179.4981300,7.870000e-03,-7.870000e-03,8.27900,0.16400,-0.16400,3.6640e+02,1.310e+01,-1.310e+01,4.21,7.200e-01,-1.080e+00,5508.00,110.00,0.00,3.897,0.195,-0.090,1.9880,0.3400,-0.5100,1.1360,0.1270,-0.1750
3703,10075409,K04019.01,,FALSE POSITIVE,360.330120000,2.0180000e-02,-2.0180000e-02,159.4314000,4.080000e-02,-4.080000e-02,15.16000,1.60000,-1.60000,1.0220e+03,1.090e+02,-1.090e+02,2.34,3.400e-01,-1.700e-01,5054.00,160.00,-136.00,4.606,0.028,-0.089,0.7400,0.1060,-0.0550,0.8100,0.0720,-0.0860
3704,7038096,K04020.01,,FALSE POSITIVE,0.566803149,9.4500000e-07,-9.4500000e-07,131.7959600,1.280000e-03,-1.280000e-03,1.64300,0.14900,-0.14900,2.4600e+02,5.900e+00,-5.900e+00,1.93,5.300e-01,-2.300e-01,6147.00,172.00,-215.00,4.435,0.048,-0.192,1.0960,0.3010,-0.1290,1.1930,0.1270,-0.1700
3705,3345973,K07652.01,,FALSE POSITIVE,15.346602800,2.4280000e-04,-2.4280000e-04,143.8142000,1.360000e-02,-1.360000e-02,4.96600,0.40400,-0.40400,2.3850e+02,2.200e+01,-2.200e+01,3.64,6.900e-01,-8.400e-01,6771.00,81.00,-81.00,3.934,0.195,-0.120,2.2590,0.4260,-0.5210,1.5970,0.1310,-0.1800
3706,11967788,K04021.01,,CANDIDATE,7.235313290,5.2230000e-05,-5.2230000e-05,133.1205400,6.070000e-03,-6.070000e-03,3.33800,0.16100,-0.16100,1.1220e+02,9.100e+00,-9.100e+00,1.53,2.700e-01,-2.300e-01,6422.00,76.00,-76.00,4.219,0.120,-0.120,1.4210,0.2570,-0.2100,1.2200,0.0960,-0.1060
3707,11972872,K04089.01,,FALSE POSITIVE,0.531106622,1.6900000e-07,-1.6900000e-07,131.9064670,2.680000e-04,-2.680000e-04,3.02930,0.02420,-0.02420,5.1336e+03,2.930e+01,-2.930e+01,7.54,7.800e-01,-7.800e-01,4978.00,151.00,-136.00,4.539,0.071,-0.065,0.7620,0.0790,-0.0790,0.7320,0.0950,-0.0550
3708,9899233,K04090.01,,FALSE POSITIVE,1.332547503,8.5150000e-06,-8.5150000e-06,132.0576700,6.010000e-03,-6.010000e-03,4.52100,0.16700,-0.16700,1.3030e+02,6.000e+00,-6.000e+00,1.23,3.200e-01,-1.300e-01,6077.00,168.00,-210.00,4.471,0.058,-0.173,0.9990,0.2520,-0.1080,1.0770,0.1260,-0.1390
3709,3103227,K04091.01,Kepler-1550 b,CONFIRMED,225.585245000,3.5800000e-03,-3.5800000e-03,272.7956600,9.140000e-03,-9.140000e-03,11.16600,0.38200,-0.38200,7.5490e+02,4.650e+01,-4.650e+01,3.71,6.400e-01,-5.800e-01,5929.00,77.00,-77.00,4.243,0.138,-0.112,1.3630,0.2360,-0.2120,1.1850,0.0740,-0.0810
3710,4850961,K04092.01,Kepler-1551 b,CONFIRMED,24.497268300,2.0280000e-04,-2.0280000e-04,133.9217700,6.050000e-03,-6.050000e-03,5.43000,0.20200,-0.20200,4.4910e+02,2.620e+01,-2.620e+01,2.74,7.400e-01,-3.700e-01,6392.00,156.00,-245.00,4.399,0.060,-0.180,1.1620,0.3120,-0.1560,1.2320,0.1330,-0.1990
3711,3102309,K07643.01,,FALSE POSITIVE,4.202538590,8.6210000e-05,-8.6210000e-05,132.3097000,1.970000e-02,-1.970000e-02,5.38900,0.56100,-0.56100,3.1500e+01,4.100e+00,-4.100e+00,0.71,2.200e-01,-1.400e-01,5596.00,186.00,-186.00,4.343,0.195,-0.195,1.0150,0.3110,-0.2070,0.8290,0.1250,-0.0630
3712,8521059,K04093.01,,FALSE POSITIVE,0.535578808,7.9200000e-07,-7.9200000e-07,131.8080500,1.300000e-03,-1.300000e-03,1.79730,0.07520,-0.07520,1.9360e+02,6.300e+00,-6.300e+00,33.97,9.990e+00,-6.650e+00,6610.00,162.00,-231.00,4.264,0.139,-0.186,1.3130,0.3860,-0.2570,1.1600,0.1780,-0.1620
3713,5217574,K04151.01,,FALSE POSITIVE,0.894863170,8.0190000e-06,-8.0190000e-06,132.2176700,7.690000e-03,-7.690000e-03,2.65700,0.18300,-0.18300,1.7200e+02,1.310e+01,-1.310e+01,1.19,3.400e-01,-1.100e-01,5764.00,170.00,-204.00,4.548,0.036,-0.192,0.8630,0.2470,-0.0820,0.9590,0.1040,-0.1150
3714,7199060,K04152.01,,CANDIDATE,64.186226400,9.9380000e-04,-9.9380000e-04,191.6563900,9.290000e-03,-9.290000e-03,8.48500,0.31100,-0.31100,5.0730e+02,2.830e+01,-2.830e+01,8.00,1.450e+00,-2.690e+00,6951.00,184.00,-245.00,3.766,0.285,-0.095,2.7580,0.4990,-0.9270,1.6180,0.2190,-0.2670
3715,8439323,K04153.01,Kepler-1942 b,CONFIRMED,4.626028670,1.0630000e-05,-1.0630000e-05,134.6809200,1.830000e-03,-1.830000e-03,0.64300,0.11000,-0.11000,3.4690e+02,3.230e+01,-3.230e+01,1.65,4.400e-01,-1.500e-01,5834.00,157.00,-174.00,4.566,0.042,-0.168,0.7970,0.2130,-0.0710,0.8520,0.0950,-0.0860
3716,4458082,K02303.02,Kepler-1181 c,CONFIRMED,8.934848870,9.7070000e-05,-9.7070000e-05,133.3910800,9.320000e-03,-9.320000e-03,2.57900,0.25900,-0.25900,1.3590e+02,1.650e+01,-1.650e+01,1.83,6.400e-01,-2.300e-01,6688.00,187.00,-281.00,4.304,0.075,-0.225,1.3470,0.4730,-0.1690,1.3360,0.2000,-0.2000
3717,3230095,K07647.01,,FALSE POSITIVE,7.047161750,7.6630000e-05,-7.6630000e-05,132.7504000,1.020000e-02,-1.020000e-02,2.69300,0.43000,-0.43000,1.5080e+02,2.550e+01,-2.550e+01,1.10,2.000e-01,-9.000e-02,5496.00,149.00,-166.00,4.592,0.037,-0.120,0.7760,0.1410,-0.0650,0.8690,0.0740,-0.1020
3718,5551228,K04154.01,,FALSE POSITIVE,368.714790000,1.4780000e-02,-1.4780000e-02,318.8424000,2.730000e-02,-2.730000e-02,16.46000,1.80000,-1.80000,1.2100e+03,1.150e+02,-1.150e+02,91.06,3.749e+01,-7.000e+00,5716.00,175.00,-177.00,4.544,0.028,-0.292,0.8720,0.3590,-0.0670,0.9700,0.0980,-0.1050
3719,11967788,K04021.02,,CANDIDATE,4.932119320,7.1490000e-05,-7.1490000e-05,132.4538000,1.230000e-02,-1.230000e-02,3.14400,0.35200,-0.35200,5.0500e+01,7.800e+00,-7.800e+00,1.02,1.800e-01,-1.500e-01,6422.00,76.00,-76.00,4.219,0.120,-0.120,1.4210,0.2570,-0.2100,1.2200,0.0960,-0.1060
3720,7733731,K04022.01,,CANDIDATE,4.858194290,2.6790000e-05,-2.6790000e-05,135.1450300,4.920000e-03,-4.920000e-03,5.35600,0.14500,-0.14500,7.6300e+01,3.500e+00,-3.500e+00,2.04,3.400e-01,-7.400e-01,6109.00,182.00,-164.00,3.780,0.315,-0.105,2.3260,0.3910,-0.8470,1.1880,0.1990,-0.2430
3721,6862332,K04023.01,,FALSE POSITIVE,119.019264800,9.1920000e-04,-9.1920000e-04,341.2619700,4.250000e-03,-4.250000e-03,8.10000,0.22600,-0.22600,1.9770e+03,7.440e+01,-7.440e+01,4.44,1.190e+00,-4.200e-01,5754.00,182.00,-202.00,4.534,0.034,-0.195,0.9050,0.2410,-0.0860,1.0210,0.1020,-0.1360
3722,10714072,K04024.01,Kepler-1541 b,CONFIRMED,8.406930680,9.7050000e-05,-9.7050000e-05,133.4273900,9.410000e-03,-9.410000e-03,1.86600,0.28600,-0.28600,1.6710e+02,3.150e+01,-3.150e+01,1.95,7.300e-01,-8.900e-01,5365.00,159.00,-143.00,4.020,0.511,-0.219,1.5330,0.5720,-0.7000,0.8990,0.0770,-0.1050
3723,3110177,K07644.01,,CANDIDATE,3.399048140,4.6140000e-05,-4.6140000e-05,134.6684000,1.230000e-02,-1.230000e-02,2.92200,0.44700,-0.44700,6.9600e+01,1.200e+01,-1.200e+01,0.81,2.000e-01,-1.200e-01,5766.00,155.00,-155.00,4.444,0.112,-0.182,0.9290,0.2370,-0.1280,0.8760,0.1200,-0.0800
3724,10992011,K04025.01,,FALSE POSITIVE,0.974479091,3.3810000e-06,-3.3810000e-06,132.3724600,3.000000e-03,-3.000000e-03,1.86600,0.12400,-0.12400,2.2120e+02,1.150e+01,-1.150e+01,1.19,1.100e-01,-1.300e-01,5043.00,168.00,-152.00,4.502,0.096,-0.072,0.8190,0.0770,-0.0940,0.7760,0.0900,-0.0550
3725,8128247,K04094.01,,FALSE POSITIVE,3.570177740,7.8720000e-05,-7.8720000e-05,134.4442000,2.210000e-02,-2.210000e-02,4.47300,0.54600,-0.54600,7.9600e+01,1.080e+01,-1.080e+01,57.36,4.360e+00,-9.330e+00,3812.00,87.00,-96.00,0.930,0.030,-0.030,69.0010,5.2410,-11.2320,1.4790,0.2240,-0.4160
3726,6276994,K04095.01,,FALSE POSITIVE,1.106011820,1.0490000e-05,-1.0490000e-05,131.8359900,9.270000e-03,-9.270000e-03,2.57700,0.26600,-0.26600,5.2900e+01,4.500e+00,-4.500e+00,0.77,2.700e-01,-8.000e-02,6241.00,175.00,-219.00,4.450,0.056,-0.224,1.0310,0.3490,-0.1160,1.0880,0.1540,-0.1540
3727,9674564,K04096.01,,FALSE POSITIVE,6.873655305,,,132.4527832,,,3.54150,,,1.8130e+02,,,1.21,3.400e-01,-1.200e-01,5668.00,152.00,-152.00,4.492,0.062,-0.188,0.9120,0.2540,-0.0910,0.9430,0.1040,-0.0940
3728,5942808,K02250.02,Kepler-1814 c,CONFIRMED,0.626281766,1.0410000e-06,-1.0410000e-06,131.9059400,1.510000e-03,-1.510000e-03,1.18120,0.04040,-0.04040,4.3310e+02,1.650e+01,-1.650e+01,1.76,1.300e-01,-1.800e-01,4922.00,169.00,-169.00,4.505,0.084,-0.056,0.8230,0.0620,-0.0850,0.7900,0.0730,-0.0540
3729,3232249,K07648.01,,CANDIDATE,1.183505016,7.3290000e-06,-7.3290000e-06,131.7530300,5.050000e-03,-5.050000e-03,1.27500,0.17300,-0.17300,1.1660e+02,1.530e+01,-1.530e+01,0.80,7.000e-02,-6.000e-02,4832.00,168.00,-168.00,4.592,0.032,-0.050,0.7460,0.0620,-0.0560,0.7910,0.0540,-0.0720
3730,5688683,K04097.01,Kepler-1939 b,CONFIRMED,2.790643481,4.4400000e-06,-4.4400000e-06,133.1555000,1.220000e-03,-1.220000e-03,0.68710,0.09030,-0.09030,2.0200e+02,1.650e+01,-1.650e+01,0.99,9.000e-02,-7.000e-02,4353.00,118.00,-131.00,4.681,0.028,-0.048,0.6030,0.0600,-0.0400,0.6480,0.0560,-0.0620
3731,6607644,K04159.01,Kepler-1559 b,CONFIRMED,0.971915957,3.2730000e-06,-3.2730000e-06,132.1650400,2.660000e-03,-2.660000e-03,1.60230,0.08730,-0.08730,7.3700e+01,5.300e+00,-5.300e+00,0.79,5.000e-02,-7.000e-02,5196.00,83.00,-72.00,4.458,0.091,-0.039,0.8890,0.0510,-0.0760,0.8280,0.0580,-0.0320
3732,7610663,K04160.01,Kepler-1560 b,CONFIRMED,3.031968120,1.4150000e-05,-1.4150000e-05,133.9882500,3.800000e-03,-3.800000e-03,1.72300,0.14000,-0.14000,8.1500e+01,6.600e+00,-6.600e+00,0.90,2.500e-01,-1.400e-01,5755.00,154.00,-154.00,4.402,0.124,-0.186,0.9930,0.2780,-0.1490,0.9090,0.1240,-0.0820
3733,5565707,K04161.01,,FALSE POSITIVE,1.294056100,5.0970000e-04,-5.0970000e-04,131.8610000,1.190000e-01,-1.190000e-01,0.97000,2.70000,-2.70000,5.1200e+01,1.080e+01,-1.080e+01,5.27,1.610e+00,-2.620e+00,6635.00,157.00,-255.00,3.092,0.435,-0.145,7.1460,2.1860,-3.5530,2.3030,0.3860,-0.6630
3734,1293031,K04162.01,,FALSE POSITIVE,0.539365930,1.8780000e-06,-1.8780000e-06,131.9745700,3.460000e-03,-3.460000e-03,5.43400,0.42000,-0.42000,1.4500e+02,8.030e+01,-8.030e+01,9.19,4.400e-01,-3.940e+00,6341.00,195.00,-195.00,3.301,0.396,-0.066,5.3020,0.2530,-2.2760,2.0500,0.1100,-0.4110
3735,2859299,K07640.01,,FALSE POSITIVE,0.643703667,6.3100000e-07,-6.3100000e-07,131.9849080,8.100000e-04,-8.100000e-04,0.80100,0.03210,-0.03210,1.7200e+02,6.000e+00,-6.000e+00,1.48,4.900e-01,-2.100e-01,6161.00,165.00,-202.00,4.362,0.105,-0.195,1.1140,0.3660,-0.1570,1.0380,0.1670,-0.1250
3736,7449554,K02357.02,,CANDIDATE,15.904240200,1.1230000e-04,-1.1230000e-04,131.5005100,6.050000e-03,-6.050000e-03,2.09300,0.15100,-0.15100,4.4480e+02,3.800e+01,-3.800e+01,3.79,5.900e-01,-8.800e-01,5583.00,83.00,-75.00,4.077,0.210,-0.090,1.5300,0.2370,-0.3550,1.0170,0.0840,-0.0840
3737,4067110,K04026.01,,FALSE POSITIVE,0.735146413,1.3410000e-06,-1.3410000e-06,131.4995300,1.580000e-03,-1.580000e-03,5.05300,0.14600,-0.14600,2.7540e+02,4.600e+00,-4.600e+00,168.34,3.881e+01,-9.702e+01,6611.00,180.00,-180.00,3.112,0.536,-0.134,7.4350,1.7140,-4.2850,2.6100,0.2560,-0.7680
3738,8694309,K04027.01,,FALSE POSITIVE,0.827351796,2.5650000e-06,-2.5650000e-06,131.9238100,2.940000e-03,-2.940000e-03,2.18850,0.09200,-0.09200,4.4700e+01,1.800e+00,-1.800e+00,0.90,2.100e-01,-2.500e-01,5609.00,168.00,-126.00,4.141,0.301,-0.129,1.3100,0.3020,-0.3690,0.8670,0.1310,-0.0660
3739,8282651,K02193.02,,CANDIDATE,4.162887450,1.6840000e-05,-1.6840000e-05,131.6787500,1.970000e-03,-1.970000e-03,0.67800,0.13800,-0.13800,3.9170e+02,4.220e+01,-4.220e+01,1.32,1.100e-01,-1.300e-01,4478.00,133.00,-130.00,4.615,0.054,-0.026,0.6510,0.0520,-0.0650,0.6370,0.0670,-0.0530
3740,7818447,K04028.01,,FALSE POSITIVE,0.618952198,1.9700000e-07,-1.9700000e-07,131.5904340,2.590000e-04,-2.590000e-04,2.82440,0.01650,-0.01650,8.3241e+03,3.800e+01,-3.800e+01,4.96,0.000e+00,0.000e+00,2661.00,0.00,0.00,5.283,0.000,0.000,0.1160,0.0000,0.0000,0.0940,0.0000,0.0000
3741,11569475,K04029.01,,FALSE POSITIVE,1.317234120,3.5960000e-06,-3.5960000e-06,132.1373500,2.360000e-03,-2.360000e-03,7.28400,0.13000,-0.13000,4.2270e+02,6.800e+00,-6.800e+00,125.56,7.970e+00,-7.164e+01,6740.00,163.00,-265.00,2.816,0.513,-0.054,12.0800,0.7660,-6.8930,3.4790,0.0700,-1.4300
3742,5688683,K04097.02,,CANDIDATE,4.449023090,2.8020000e-05,-2.8020000e-05,131.7542500,4.980000e-03,-4.980000e-03,1.37300,0.16800,-0.16800,8.8900e+01,1.000e+01,-1.000e+01,0.55,5.000e-02,-4.000e-02,4353.00,118.00,-131.00,4.681,0.028,-0.048,0.6030,0.0600,-0.0400,0.6480,0.0560,-0.0620
3743,8222627,K04098.01,,CANDIDATE,1.121733366,3.9940000e-06,-3.9940000e-06,131.5691900,2.880000e-03,-2.880000e-03,1.03200,0.10100,-0.10100,8.4300e+01,7.800e+00,-7.800e+00,2.39,9.200e-01,-1.710e+00,5023.00,150.00,-135.00,3.682,0.870,-0.290,2.5710,0.9890,-1.8370,1.1570,0.1760,-0.3260
3744,8951205,K04099.01,Kepler-1940 b,CONFIRMED,4.950606320,2.0140000e-05,-2.0140000e-05,132.8091400,3.340000e-03,-3.340000e-03,1.71900,0.12500,-0.12500,3.0950e+02,2.150e+01,-2.150e+01,1.28,2.200e-01,-1.000e-01,5431.00,162.00,-162.00,4.623,0.035,-0.105,0.7170,0.1200,-0.0550,0.8020,0.0740,-0.0900
3745,5700900,K04100.01,,FALSE POSITIVE,379.082020000,1.7750000e-02,-1.7750000e-02,287.5040000,3.170000e-02,-3.170000e-02,33.87000,1.90000,-1.90000,1.6091e+03,8.320e+01,-8.320e+01,23.99,7.120e+00,-2.370e+00,5982.00,189.00,-210.00,4.493,0.050,-0.200,0.9600,0.2850,-0.0950,1.0470,0.1290,-0.1420
3746,7026477,K04101.01,,FALSE POSITIVE,366.315090000,1.9000000e-02,-1.9000000e-02,312.1401000,3.120000e-02,-3.120000e-02,12.41000,1.50000,-1.50000,3.3600e+02,3.830e+01,-3.830e+01,2.87,1.450e+00,-6.900e-01,6705.00,179.00,-258.00,4.160,0.177,-0.282,1.5240,0.7710,-0.3660,1.2320,0.2700,-0.2100
3747,9402583,K04168.01,,FALSE POSITIVE,0.536544193,2.3210000e-06,-2.3210000e-06,132.0321900,3.700000e-03,-3.700000e-03,2.91800,0.12900,-0.12900,1.5950e+02,8.200e+00,-8.200e+00,0.90,1.100e-01,-8.000e-02,5041.00,151.00,-151.00,4.597,0.040,-0.060,0.7280,0.0860,-0.0650,0.7660,0.0790,-0.0710
3748,7838675,K04169.01,Kepler-1561 b,CONFIRMED,1.005205893,4.9850000e-06,-4.9850000e-06,132.4554100,3.890000e-03,-3.890000e-03,1.63000,0.12300,-0.12300,9.7500e+01,7.700e+00,-7.700e+00,0.85,2.300e-01,-8.000e-02,5718.00,153.00,-170.00,4.549,0.035,-0.184,0.8630,0.2340,-0.0780,0.9600,0.0950,-0.1160
